id,rated,variant,speed,perf,createdAt,lastMoveAt,status,players,opening,moves,clock,winner,tournament
YaZlLYkZ,True,standard,blitz,blitz,2019-05-19 08:19:40.106000+00:00,2019-05-19 08:25:37.631000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1971, 'ratingDiff': -10}, 'black': {'user': {'name': 'maclos', 'id': 'maclos'}, 'rating': 1988, 'ratingDiff': 10}}","{'eco': 'E20', 'name': 'Nimzo-Indian Defense', 'ply': 6}",d4 Nf6 c4 e6 Nc3 Bb4 Bf4 O-O a3 Bxc3+ bxc3 b6 Nf3 Bb7 e3 d6 Be2 Nbd7 O-O Qe7 a4 a5 Bg5 h6 Bh4 g5 Bg3 Ne4 Qc2 f5 h3 Nxg3 fxg3 Nf6 Bd3 Ne4 Nd2 Nxg3 Rf2 e5 d5 f4 exf4 exf4 Nf3 Qg7 Nd4 Bc8 Re1 Bd7 Rd2 Rae8 Rdd1 Kh8 Qf2 Qf7 Qf3 Rxe1+ Rxe1 Re8 Qf2 Rxe1+ Qxe1 Qe8 Qxe8+ Bxe8 Ne6 Bxa4 Nxc7 Bd1 Na8 a4 Bb1 Bb3 Nxb6 a3 c5 Kg8 c6 Ne2+ Kh2 Nxc3 c7 Nxb1 c8=Q+ Kf7 Qe6+ Kg7 Nd7 a2 Qf6+ Kg8 Qf8+ Kh7 Nf6+ Kg6 Ne8 a1=Q,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
iXHxMduT,True,standard,blitz,blitz,2019-05-19 08:10:46.146000+00:00,2019-05-19 08:14:22.843000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1969, 'ratingDiff': -10}, 'black': {'user': {'name': 'maclos', 'id': 'maclos'}, 'rating': 1989, 'ratingDiff': 10}}","{'eco': 'B90', 'name': 'Sicilian Defense: Najdorf Variation, English Attack', 'ply': 11}",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nb3 Be6 Qd2 Be7 O-O-O O-O f3 Nbd7 g4 b5 h4 b4 Ne2 d5 exd5 Nxd5 g5 Nxe3 Qxe3 Qc7 Kb1 a5 Bh3 Bxh3 Rxh3 a4 Nbc1 Rfc8 Rd2 b3 axb3 axb3 Nxb3 Nc5 Nec1 Qa7 c3 Nxb3 Qxa7 Nxd2+ Kc2 Rxa7 Kxd2,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
cLUmiTTA,True,standard,blitz,blitz,2019-05-19 08:00:39.336000+00:00,2019-05-19 08:04:35.654000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1969, 'ratingDiff': 11}, 'black': {'user': {'name': 'umuhamme', 'id': 'umuhamme'}, 'rating': 1960, 'ratingDiff': -11}}","{'eco': 'B12', 'name': 'Caro-Kann Defense: Modern Variation', 'ply': 5}",e4 c6 d4 d5 Nd2 g6 Ngf3 Bg7 c3 Nf6 e5 Nfd7 Bd3 O-O O-O f6 exf6 Bxf6 h4 e5 dxe5 Nxe5 Nxe5 Bxe5 h5 Qh4 g3 Qxh5 Qxh5 gxh5 Re1 Bd6 Kg2 Na6 Nf3 Nc5 Bc2 Bg4 Ne5 Bxe5 Rxe5 Bf3+ Kf1 Rae8 Rxe8 Rxe8 Be3 Ne4 Bxa7 c5 Bxe4 Bxe4 Bxc5 Bd3+ Kg1 Re1+ Rxe1,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
OdsAgBYd,True,standard,blitz,blitz,2019-05-19 07:54:23+00:00,2019-05-19 08:00:24.114000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1960, 'ratingDiff': 9}, 'black': {'user': {'name': 'hadikhaksary', 'id': 'hadikhaksary'}, 'rating': 1889, 'ratingDiff': -8}}","{'eco': 'C07', 'name': 'French Defense: Tarrasch Variation, Open System, Süchting Line', 'ply': 7}",e4 e6 d4 d5 Nd2 c5 c3 cxd4 cxd4 Nc6 Bd3 Nxd4 exd5 exd5 Ngf3 Nxf3+ Nxf3 Bb4+ Bd2 Qe7+ Be2 Nf6 O-O Bxd2 Qxd2 O-O Rfe1 Be6 Ng5 Ne4 Nxe4 dxe4 f3 exf3 Bxf3 Qc5+ Kh1 Rfd8 Qf4 Qc2 b3 h6 Bxb7 Rab8 Be4 Qd2 Qc7 Rbc8 Qxa7 Bd5 Bxd5 Rxd5 Qe3 Qb2 Reb1 Qf6 Rf1 Qb2 Qf3 Rd7 Rad1 Re7 Rf2 Qa3 h3 Rce8 Rdf1 Qa7 a4 Re1 Qd5 Rxf1+ Rxf1,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
HoQjRPZG,True,standard,blitz,blitz,2019-05-19 07:49:14.679000+00:00,2019-05-19 07:54:18.723000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1966, 'ratingDiff': -6}, 'black': {'user': {'name': 'MYSTICQUEEN', 'id': 'mysticqueen'}, 'rating': 2153, 'ratingDiff': 6}}","{'eco': 'B90', 'name': 'Sicilian Defense: Najdorf Variation, English Attack', 'ply': 11}",e4 d6 Nf3 Nf6 Nc3 c5 d4 cxd4 Nxd4 a6 Be3 e5 Nb3 Be6 f3 g6 Qd2 Bg7 O-O-O O-O g4 Ne8 h4 f5 gxf5 gxf5 exf5 Bxf5 Bc4+ Kh8 Rdg1 Nd7 Rxg7 Nxg7 Qxd6 Qf6 Qd2 b5 Bg5 Qg6 Bd5 Rac8 Be4 b4 Nd5 Bxe4 fxe4 Qxe4 Re1 Qc4 Ne7 Rc7 Nd5 Rc6 Ne3 Qe6 Rd1 Nb6 Rf1 Rxf1+ Nxf1 Nc4 Qd8+ Qg8 Qd7 Rd6 Qg4 Qf8 h5 Qxf1+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
1LrYaMAv,True,standard,blitz,blitz,2019-05-19 07:42:40.713000+00:00,2019-05-19 07:48:35.146000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1954, 'ratingDiff': 12}, 'black': {'user': {'name': 'Betsede', 'id': 'betsede'}, 'rating': 1994, 'ratingDiff': -11}}","{'eco': 'C07', 'name': 'French Defense: Tarrasch Variation, Open System, Süchting Line', 'ply': 7}",e4 e6 d4 d5 Nd2 c5 c3 Nf6 Bd3 Nc6 Ngf3 Be7 O-O cxd4 cxd4 Qb6 exd5 exd5 Nb3 Bg4 Be3 O-O h3 Bh5 g4 Nxg4 hxg4 Bxg4 Be2 Bd6 Nh2 Bd7 Bd3 Qc7 Qh5 g6 Qh4 Rae8 Ng4 Bxg4 Qxg4 Re7 Kg2 Rfe8 Rh1 Nb4 Qh4 f5 Bb5 Rxe3 fxe3 Rxe3 Rh3 Qc2+ Kh1 Rxh3+ Qxh3 Qxb2 Re1 Kg7 Nc5 Qf2 Ne6+ Kf6 Rf1 Qxd4 Nxd4 Be5 Nf3 Bd6 Qh4+ g5 Qxh7,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
PTr75t1q,True,standard,blitz,blitz,2019-05-19 07:31:24.205000+00:00,2019-05-19 07:37:11.832000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1975, 'ratingDiff': -11}, 'black': {'user': {'name': 'Betsede', 'id': 'betsede'}, 'rating': 1975, 'ratingDiff': 10}}","{'eco': 'C07', 'name': 'French Defense: Tarrasch Variation, Open System, Süchting Line', 'ply': 7}",e4 e6 d4 d5 Nd2 c5 c3 Nc6 Ngf3 Nf6 Bd3 Be7 O-O cxd4 cxd4 Qb6 exd5 exd5 Nb3 Bg4 Be3 O-O h3 Bh5 g4 Nxg4 hxg4 Bxg4 Be2 Rfe8 Ne5 Nxe5 dxe5 Bxe2 Qxe2 Qg6+ Kh1 Bh4 Rg1 Qe4+ f3 Qxe5 Qg2 g6 Bd4 Qf5 Qg4 Qxg4 Rxg4 Bd8 Rag1 Re2 R4g2 Rxg2 Rxg2 Bb6 Bc3 Re8 f4 Re3 Kh2 Bc7 Rf2 g5 Bd2 Bxf4+ Rxf4 Re2+ Kg3 gxf4+ Kxf4 Rg2 Kf3 Rg6 Bc3 h5 Nd4 h4 Ne2 h3 Nf4 h2 Nxg6 h1=Q+ Kf4 fxg6,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
NgUNCTlf,True,standard,blitz,blitz,2019-05-13 05:29:44.877000+00:00,2019-05-13 05:32:06.643000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1957, 'ratingDiff': -11}, 'black': {'user': {'name': 'gbabano', 'id': 'gbabano'}, 'rating': 1956, 'ratingDiff': 11}}","{'eco': 'B56', 'name': 'Sicilian Defense: Classical Variation', 'ply': 10}",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be3 e5 Nb3 Be7 Qd2 O-O O-O-O Be6 f3 a5 a4 Nb4 g4 Rc8 h4 d5 exd5 Nfxd5 Kb1 Nxe3 Qxe3 Rxc3,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
JMhQSE7F,True,standard,blitz,blitz,2019-05-13 05:19:45.311000+00:00,2019-05-13 05:27:39.210000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1967, 'ratingDiff': -10}, 'black': {'user': {'name': 'Xardas666', 'id': 'xardas666'}, 'rating': 2020, 'ratingDiff': 9}}","{'eco': 'C89', 'name': 'Ruy Lopez: Marshall Attack, Steiner Variation', 'ply': 18}",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 exd5 e4 dxc6 exf3 Qxf3 Bg4 Qg3 Bd6 Qh4 Re8 f3 Bxh2+ Kxh2 Qd6+ Kh1 Rxe1+ Qxe1 Re8 Qf2 Re5 Kg1 Rh5 d4 Qh2+ Kf1 Bf5 Be3 Bd3+ Ke1 Qd6 Qg1 Rh2 Kd2 Bg6 Na3 Nh5 Bc2 Qg3 Qxh2 Qxh2 Rg1 Nf4 Bxg6 hxg6 Nc2 Nxg2 Kc1 Nxe3,"{'initial': 300, 'increment': 0, 'totalTime': 300}",black,
IGk2J3ZE,True,standard,blitz,blitz,2019-05-13 00:40:56.302000+00:00,2019-05-13 00:50:56.414000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1961, 'ratingDiff': 3}, 'black': {'user': {'name': 'pepe11argento', 'id': 'pepe11argento'}, 'rating': 1641, 'ratingDiff': -3}}","{'eco': 'C42', 'name': 'Russian Game: Three Knights Game', 'ply': 5}",e4 e5 Nf3 Nf6 Nc3 Bb4 a3 Bxc3 dxc3 h6 Bc4 d6 Qe2 Be6 Bxe6 fxe6 O-O O-O Nh4 Nh7 Qg4 Qe8 Bxh6 Rf7 f4 Nf6 Qg6 Nbd7 f5 Re7 fxe6 Qxg6 Nxg6 Rxe6 Bg5 Nxe4 Ne7+ Kh7 Bh4 Ndf6 Nf5 g6 Ne3 g5 Be1 Kg6 Rd1 Rh8 Nd5 Nxd5 Rxd5 c6 Ra5 a6 Ra4 Nc5 Rg4 e4 h4 Re5 Bg3 Rd5 hxg5 Rxg5 Rxg5+ Kxg5 Bxd6 Na4 c4 Nxb2 Be5 Nxc4 Bxh8 e3 a4 b5 axb5 axb5 Re1 Kf4 Bd4 Ke4 Ba7 Kf4 Kh2 Ke4 Kh3,"{'initial': 300, 'increment': 0, 'totalTime': 300}",white,TGgVDWej
OueC3HpL,True,standard,blitz,blitz,2019-05-13 00:30:20.222000+00:00,2019-05-13 00:40:45.712000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1960, 'ratingDiff': 1}, 'black': {'user': {'name': 'Elmagico10', 'id': 'elmagico10'}, 'rating': 1438, 'ratingDiff': -1}}","{'eco': 'C41', 'name': 'Philidor Defense', 'ply': 5}",e4 d6 Nf3 e5 Bc4 h6 c3 Bg4 h3 Bxf3 Qxf3 Qf6 Qe2 Ne7 Na3 Ng6 d3 Nf4 Bxf4 Qxf4 Nb5 Kd7 Qg4+ Qxg4 hxg4 a6 Na3 f6 d4 Nc6 O-O-O Rd8 Nc2 Kc8 Ne3 b5 Bb3 exd4 cxd4 Na5 Be6+ Kb7 f4 g5 g3 Re8 Bf5 Bg7 b4 Nc6 a3 a5 bxa5 Nxa5 Kb2 Nc6 d5 Ne7 Be6 Ra8 Nc2 Ra4 Rhe1 f5+ Kb3 fxe4 Nb4 Rha8 Ra1 Bxa1 Rxa1 c5 dxc6+ Nxc6 Bd5 Rc8 Rc1 Kb6 Bxc6 e3 Nd5+ Ka5 Nxe3 Re4 Bxe4 Rxc1 f5 Re1 Nd5 Rxe4 f6 Re8 Kc3 Rf8 Kd4,"{'initial': 300, 'increment': 0, 'totalTime': 300}",white,TGgVDWej
bNNfeGeD,True,standard,blitz,blitz,2019-05-08 05:21:54.709000+00:00,2019-05-08 05:27:52.208000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1958, 'ratingDiff': -11}, 'black': {'user': {'name': 'EGANEGA', 'id': 'eganega'}, 'rating': 1932, 'ratingDiff': 9}}","{'eco': 'B56', 'name': 'Sicilian Defense: Classical Variation', 'ply': 10}",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6 Be3 e5 Nb3 Be6 Qd2 Be7 f3 O-O g4 a5 h4 a4 Nc1 h5 gxh5 Nxh5 Rg1 Bxh4+ Kd1 Ng3 N1e2 Nxf1 Rxf1 a3 b3 f5 Bf2 Bxf2 Rxf2 fxe4 Nxe4 d5 Nc5 Bc8 f4 d4 Rg2 Qf6 Ne4 Qf5 N4g3 Qh3 Rg1 exf4 Ne4 Bg4 Nf2 Qh5 Nxg4 f3 Ng3 Qxg4 Qf2 Rae8 Nf1 Qf5 Qg3 Qf4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
AshJIYsU,True,standard,blitz,blitz,2019-05-08 04:58:43.669000+00:00,2019-05-08 05:02:35.836000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1968, 'ratingDiff': -10}, 'black': {'user': {'name': 'Orah1983', 'id': 'orah1983'}, 'rating': 1969, 'ratingDiff': 10}}","{'eco': 'B18', 'name': 'Caro-Kann Defense: Classical Variation', 'ply': 8}",e4 c6 d4 d5 Nd2 dxe4 Nxe4 Bf5 Bd3 Qxd4 Ng3 Bxd3 cxd3 Nf6 Nf3 Qd8 O-O Nbd7 Qb3 Qb6 Qc3 e6 Be3 Bc5 d4 Bb4 Qb3 Nd5 Nh5 g6 Nf4 N7f6 Rac1 O-O Nxd5 Nxd5 Bh6 Rfe8 Qd3 Bf8 Qd2 Qd8 Bg5 Be7 Bh6 Bf6 Ne5 Bg7 a3 Qf6 Rfe1 Bxh6 Qxh6 Qf4 Qh3 Qxd4 Red1 Qxe5 Re1 Qf6 Rcd1 Rad8 Rd3 Nf4 Rxd8 Nxh3+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
2PMnpRyh,True,standard,blitz,blitz,2019-05-08 04:44:55.780000+00:00,2019-05-08 04:51:25.792000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1949, 'ratingDiff': 11}, 'black': {'user': {'name': 'tshepobaaitjies', 'id': 'tshepobaaitjies'}, 'rating': 1984, 'ratingDiff': -11}}","{'eco': 'C67', 'name': 'Ruy Lopez: Berlin Defense, Rio Gambit Accepted', 'ply': 8}",e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Nxe5 Be7 Nxc6 dxc6 Bf1 O-O d3 Be6 Nc3 Ne8 g3 Nf6 Bg2 Qd7 Bg5 Rfe8 Qd2 Bh3 Bxf6 Bxf6 Ne4 Bxb2 Rab1 Ba3 Rxb7 Reb8 Rxb8+ Rxb8 Qg5 Be7 Bxh3 Qd8 Qf4 Bd6 Qg5 Be7 Qa5 Bb4 Qxa7 Bxe1 a4 Rb1 Kg2 g6 Qc5 Rb8 Qe5 h5 Nf6+ Kf8 Nd7+ Kg8 Qxe1 Rb2 Qc3 Rb1 Nf6+ Kf8 Nh7+ Kg8 Nf6+ Kf8 Ne4 f5 Qf6+ Qxf6 Nxf6 Kf7 Nd7 Rb2 Nc5 Rxc2 Nb3 Rb2 Nd4 Re2 Nxc6 Rd2 Nd8+ Ke7 Nb7 Rxd3 Nc5 Ra3 Nb3 Kd6 Nc5 Kxc5 g4 Rxa4 gxf5 gxf5 Bxf5 Rf4 Bd3 Rd4 Be2 Rd2 Bxh5 Kd4 Bf3 c5 Bc6 c4 Ba4 c3 Bc2 Rxc2 h4 Rb2 h5 c2 h6 c1=Q h7 Qh6 h8=Q+ Qxh8 Kg3 Qg7+ Kf3 Rb3+ Kf4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
jaF2UgyS,True,standard,blitz,blitz,2019-05-08 04:41:43.408000+00:00,2019-05-08 04:44:36.592000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1941, 'ratingDiff': 8}, 'black': {'user': {'name': 'devilee', 'id': 'devilee'}, 'rating': 1865, 'ratingDiff': -8}}","{'eco': 'C00', 'name': 'French Defense: Two Knights Variation', 'ply': 5}",e4 e6 Nf3 d5 Nc3 d4 Ne2 c5 d3 Nc6 Ng3 g6 Bg5 Nge7 Qd2 Bg7 O-O-O O-O h4 h5 Bh6 Nb4 a3 b5 Bxg7 Kxg7 axb4 a5 bxc5 a4 Kb1 a3 b3 Nc6 Qg5 Qa5 Nxh5+ Kh7 Nf6+ Kg7 Nh5+ Kh8 Qh6+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
TTdJCevo,True,standard,blitz,blitz,2019-05-07 00:52:48.764000+00:00,2019-05-07 00:59:55.610000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1963, 'ratingDiff': -12}, 'black': {'user': {'name': 'MuleJr', 'id': 'mulejr'}, 'rating': 1913, 'ratingDiff': 12}}","{'eco': 'B10', 'name': 'Caro-Kann Defense: Two Knights Attack', 'ply': 5}",e4 c6 Nf3 d5 Nc3 dxe4 Nxe4 Bg4 Ng3 Nd7 h3 Bxf3 Qxf3 Ngf6 Bc4 e6 O-O Be7 d4 O-O Bd3 Qb6 c3 Nd5 Qh5 N7f6 Qe5 Rfd8 Ne4 Nxe4 Qxe4 Nf6 Qh4 c5 Bg5 h6 Bxh6 gxh6 Qxh6 cxd4 Rfe1 Rd5 Be4 Rh5 Qf4 Nxe4 Rxe4 Rf5 Qh6 Rg5 h4 Rg6 Qf4 dxc3 bxc3 Qd6 Qe3 Qc5 Qf3 Qf5 Rf4 Qd5 Rxf7 Qxf3 Rxf3 Rf8 Rxf8+ Kxf8 g3 Bxh4 Re1 Bxg3 fxg3 Rxg3+ Kf2 Rxc3 Rxe6 Ra3 Re2 b5 Rb2 a6 Ke2 Ke7 Kd2 Kd6 Kc2 Kc6 Kb1 Kc5 Rb3 Rxb3+ axb3 Kb4 Kb2 a5 Ka2 Kc3 Ka3 Kc2 Ka2 b4 Ka1 Kxb3 Kb1 a4 Ka1 a3 Kb1 Ka4 Ka2 b3+ Kb1 Kb4 Ka1 Kc3 Kb1 b2 Ka2 Kc2 Kxa3 b1=Q Ka4 Kc3 Ka5 Kc4 Ka6 Kc5 Ka7 Kc6 Ka8 Qb7#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
6bKgdib4,True,standard,blitz,blitz,2019-05-07 00:43:11.326000+00:00,2019-05-07 00:46:51.965000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1960, 'ratingDiff': 13}, 'black': {'user': {'name': 'sharpdevelopre', 'id': 'sharpdevelopre'}, 'rating': 2047, 'ratingDiff': -13}}","{'eco': 'A43', 'name': 'Benoni Defense: French Benoni', 'ply': 5}",e4 c5 d4 e6 d5 exd5 exd5 d6 Nf3 Nf6 c4 Be7 Bd3 O-O Nc3 a6 O-O Qa5 Bd2 Bg4 h3 Bh5 Be2 Re8 Nh2 Bg6 Ng4 Nbd7 Nxf6+ Nxf6 Ne4 Qc7 Nxf6+ Bxf6 Bc3 Qe7 Bf3 Bxc3 bxc3 Qf6 Qb3 Rab8 Rfe1 Re5 Qb6 Rxe1+ Rxe1 Qxc3 Re7 Qc1+ Kh2 Qf4+ Kg1 Qxc4 Qxd6 Rf8 Rxb7 Qc1+ Kh2 c4 Rb8 h5 Qxf8+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
f5lO5Z40,True,standard,blitz,blitz,2019-05-07 00:38:25.645000+00:00,2019-05-07 00:39:02.301000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1977, 'ratingDiff': -9}, 'black': {'user': {'name': 'sharpdevelopre', 'id': 'sharpdevelopre'}, 'rating': 2030, 'ratingDiff': 9}}","{'eco': 'B43', 'name': 'Sicilian Defense: Kan Variation, Knight Variation', 'ply': 9}",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Qc7 Be3 Nf6 Qd2 Bb4 f3 d5 Bd3 e5 Nf5 Bxf5 exf5 d4 a3 dxc3,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
6hr9dXzs,True,standard,blitz,blitz,2019-05-07 00:25:57.982000+00:00,2019-05-07 00:32:19.612000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1973, 'ratingDiff': -9}, 'black': {'user': {'name': 'sharpdevelopre', 'id': 'sharpdevelopre'}, 'rating': 2034, 'ratingDiff': 9}}","{'eco': 'B43', 'name': 'Sicilian Defense: Kan Variation, Knight Variation', 'ply': 9}",e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 Nc3 Qc7 Be3 Nf6 Qd2 Bb4 Bd3 d5 exd5 Nxd5 O-O Nxc3 bxc3 Bxc3 Qe2 Bxa1 Rxa1 O-O Qh5 f5 Nf3 Nd7 Bd4 e5 Bb2 e4 Ng5 Nf6 Bxf6 gxf6 Bc4+ Kh8 Nf7+ Rxf7 Bxf7 Kg7 Bb3 b5 Re1 Qe7 Re3 Be6 Rg3+ Kh8 h4 Bxb3 cxb3 Rg8 Rxg8+ Kxg8 Qxf5 e3 Qg4+ Kh8 Qc8+ Kg7 Qg4+ Kf8 Qc8+ Kf7 fxe3 Qxe3+ Kh2 Qf4+ Kg1 Qxh4 Qd7+ Kg6 Qd3+ f5 Qd6+ Kg5 Qxa6 Qe1+ Kh2 Qe5+ Kg1 Kg4 Qg6+ Kf4 g3+ Kf3 Qc6+ Ke3 Qc1+ Kf3 Qf1+ Kxg3 Qf2+ Kg4 Qh2 Qe1+ Kg2 Qe2+ Kh1 Qxh2+ Kxh2 f4 Kg2 f3+ Kf2 h6 a4 h5 axb5 h4 b6 h3 b7 h2 b8=Q h1=Q Qc8+ Kg5 Qf8 Qg2+ Ke3 Qe2+ Kd4 f2 Qg8+ Kf4 Qf8+ Kg3 Qg7+ Kf3 Qg4+ Kxg4 b4 Qb5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
fUF6Cvb5,True,standard,blitz,blitz,2019-05-07 00:14:52.821000+00:00,2019-05-07 00:16:05.430000+00:00,timeout,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1975, 'ratingDiff': 10}, 'black': {'user': {'name': 'bongingurarse', 'id': 'bongingurarse'}, 'rating': 1933, 'ratingDiff': -10}}","{'eco': 'B06', 'name': 'Modern Defense: Two Knights Variation, Suttles Variation', 'ply': 8}",e4 c6 Nf3 d6 Nc3 g6 d4 Bg7 Bd3 h6 O-O Nf6 h3 O-O e5 Nbd7 exf6 exf6 Re1 Re8 Rxe8+ Qxe8 Be3 f5 Qd2 Nf6 Bxh6 Kh7 Bxg7 Kxg7 Re1 d5 Rxe8 Nxe8 Qg5 Nf6 Ne5 Be6 Ne2 Ne4 Bxe4 dxe4 Nf4 Re8 Nfxg6 fxg6 Qxg6+ Kf8 Qf6+ Kg8 Ng6,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
2xOMfx79,True,standard,blitz,blitz,2019-05-06 04:38:37.168000+00:00,2019-05-06 04:41:02.460000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1946, 'ratingDiff': 7}, 'black': {'user': {'name': 'gercog82', 'id': 'gercog82'}, 'rating': 1856, 'ratingDiff': -8}}","{'eco': 'B01', 'name': 'Scandinavian Defense: Mieses-Kotroc Variation', 'ply': 4}",e4 d5 exd5 Qxd5 Nf3 Qd8 d4 g6 c3 Bg7 Bd3 Nf6 O-O Bg4 Re1 Bxf3 Qxf3 O-O Nd2 b6 h3 Nbd7 Ne4 c5 dxc5 Nxe4 Bxe4 Ne5 Qg3 Rc8 cxb6 Qxb6 Bf4 Nc4 Re2 Nxb2 Rb1 Bxc3 Bc1 Qf6 Bxb2 Bxb2 Rexb2 Rc4 Bd5 Rd4 Bb3 Rfd8 Qe3 e6 Rc2 a5 Rc4 Rd3 Qf4 Qe7 Rc7 Qa3 Qxf7+ Kh8 Qxh7#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
cjYlKI3C,True,standard,blitz,blitz,2019-05-06 04:13:46.040000+00:00,2019-05-06 04:19:51.720000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 1944, 'ratingDiff': 10}, 'black': {'user': {'name': 'Beginner2019', 'id': 'beginner2019'}, 'rating': 1913, 'ratingDiff': -10}}","{'eco': 'C61', 'name': 'Ruy Lopez: Bird Variation', 'ply': 6}",e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 O-O Qg5 Bc4 Bd6 d3 Qe7 f4 f6 Nd2 b6 Nf3 Bb7 e5 fxe5 fxe5 Bc5 Bg5 Qf8 Nd2 Nf6 exf6 O-O-O f7 Be7 Qg4 Bxg5 Qxg5 h6 Qg4 Kb8 a4 g5 a5 Qg7 axb6 axb6 Ba6 Bc6 Ne4 h5 Qxg5 Qf8 Bb5 Bb7 Nf6 c6 Ba6 Qxf7 Bxb7 Kxb7 Ne4 Qe6 Qf6 Qxf6 Rxf6 Rhf8 Raf1 Rg8 h3 h4 Kh2 d5 Nd6+ Kc7 Nf5 Rg5 Nxd4 c5 Ne6+ Kd7 Nxg5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
