id,rated,variant,speed,perf,createdAt,lastMoveAt,status,players,opening,moves,clock,winner,tournament
5X3LnpsS,True,standard,blitz,blitz,2020-09-15 19:08:39.467000+00:00,2020-09-15 19:14:10.865000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2157, 'ratingDiff': 4}, 'black': {'user': {'name': 'lubomir21', 'id': 'lubomir21'}, 'rating': 2031, 'ratingDiff': -3}}","{'eco': 'B57', 'name': 'Sicilian Defense: Sozin, not Scheveningen', 'ply': 11}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 d6 Nc3 Nf6 Bc4 g6 O-O Bg7 Bb3 O-O Kh1 Na5 Be3 Nxb3 axb3 b6 Nc6 Qd7 Nd4 Bb7 f3 Rfd8 Ncb5 a6 Nc3 b5 Qd2 e5 Nde2 d5 exd5 Bxd5 Nxd5 Qxd5 Rfd1 Qe6 Qc3 Nd5 Qd2 e4 Nd4 Bxd4 Bxd4 exf3 Qh6 fxg2+ Kg1 Nf6 c3 Rxd4 Rxd4 Re8 Rad1 Ng4 Qf4 h5 Rd8 Rxd8 Rxd8+ Kh7 Rd1 Ne3 Re1 Qxb3 Qxe3 Qxb2 Re2 Qb1+ Kxg2 Qf5 Qf3 Qg5+ Kf2 h4 Qxf7+ Kh6 Qf8+ Kh5 Qf3+ Kh6 h3 Qc5+ Qe3+ Qxe3+ Rxe3 Kh5 Kf3 g5 Re5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
jWxeSpD8,True,standard,blitz,blitz,2020-09-15 18:57:30.463000+00:00,2020-09-15 19:01:57.381000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2148, 'ratingDiff': 5}, 'black': {'user': {'name': 'Kultschwein', 'id': 'kultschwein'}, 'rating': 2142, 'ratingDiff': -6}}","{'eco': 'B06', 'name': 'Modern Defense', 'ply': 4}",e4 g6 d4 Bg7 Nf3 d6 Nbd2 c6 Bc4 Nf6 c3 a5 a4 Bd7 O-O b5 axb5 cxb5 Bb3 Nc6 Re1 a4 Ba2 Na5 Ng5 O-O e5 Nh5 e6 fxe6 Nxe6 Bxe6 Bxe6+ Kh8 d5 Nf4 Nf3 Nxe6 Rxe6 Nb3 Rb1 Nc5 Re1 Rc8 Be3 Ne4 Bd4 Nf6 Ng5 Nh5 Ne6 Qe8 Nxf8 Qxf8 Bxg7+ Nxg7 Qe2 Re8 Qxb5 Qf5 Qxa4 Rf8 f3 Qxd5 Qd4 Qg5 h4 Qg3 Rxe7 Qe5 Rxe5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
vQ6oT3nr,True,standard,blitz,blitz,2020-09-15 18:55:33.368000+00:00,2020-09-15 18:57:20.424000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2153, 'ratingDiff': -5}, 'black': {'user': {'name': 'chessfantom73', 'id': 'chessfantom73'}, 'rating': 2156, 'ratingDiff': 6}}","{'eco': 'B33', 'name': 'Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation', 'ply': 11}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 a3 Bc5 Bc4 O-O O-O d5 exd5 cxd5 Nxd5 Bb7 Nxf6+ Qxf6 Be3 Qg6 g3 Qe4 f3 Bxe3+ Kg2 Qxc4 Re1 Rad8,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
JJjs60qk,True,standard,blitz,blitz,2020-09-15 06:03:45.428000+00:00,2020-09-15 06:06:31.950000+00:00,timeout,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2149, 'ratingDiff': 4}, 'black': {'user': {'name': 'a4hunter25', 'id': 'a4hunter25'}, 'rating': 2090, 'ratingDiff': -4}}","{'eco': 'B01', 'name': 'Scandinavian Defense: Modern Variation, Gipslis Variation', 'ply': 8}",e4 d5 exd5 Nf6 Nf3 Nxd5 d4 Bg4 h3 Bh5 Be2 Nc6 Nbd2 e6 c3 Be7 Ne4 O-O Ng3 Bg6 O-O f6 Bc4 Bf7 Re1 Na5 Bf1 Bd6 Ne4 Be7 Qa4 Nc6 Bd2 a6 Rad1 b5 Qc2 Na5 b3 c5 dxc5 Bxc5 Nxc5 Qb6 Nd7 Qc7 Nxf8 Rxf8 c4 bxc4 Bxa5 Qxa5 Bxc4 Nf4 a4 Qb6 Qd2 Qc6 Qxf4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
BrxUGckA,True,standard,blitz,blitz,2020-09-15 05:59:26.470000+00:00,2020-09-15 06:00:52.995000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2149, 'ratingDiff': -6}, 'black': {'user': {'name': 'Marin0608', 'id': 'marin0608'}, 'rating': 2166, 'ratingDiff': 5}}","{'eco': 'C03', 'name': 'French Defense: Tarrasch Variation', 'ply': 5}",e4 e6 d4 d5 Nd2 dxe4 Nxe4 Nf6 Ng3 h5 Nf3 h4 Ne2 Nc6 h3 Bd7 c3 Bd6 Bg5 Qe7 Bxh4 O-O-O Qd2 e5 O-O-O e4 Bxf6 Qxf6 Ne5 Nxe5 dxe5 Bxe5 Nd4 Bf4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
zcXQreGz,True,standard,blitz,blitz,2020-09-15 05:30:09.254000+00:00,2020-09-15 05:33:31.119000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2140, 'ratingDiff': 4}, 'black': {'user': {'name': 'jabierob21', 'id': 'jabierob21'}, 'rating': 2045, 'ratingDiff': -4}}","{'eco': 'B17', 'name': 'Caro-Kann Defense: Karpov Variation, Modern Variation, Kasparov Attack', 'ply': 11}",e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nd7 Nf3 Ngf6 Ng3 e6 Bd3 c5 c3 Bd6 O-O Qc7 dxc5 Nxc5 Bc2 Bd7 a4 a5 Be3 Bc6 Nd4 Bd5 Nb5 Qc6 Nxd6+ Qxd6 c4 Qc7 cxd5 Nxd5 Bxc5 Qxc5 Bb3 O-O Rc1 Qb4 Bxd5 exd5 Qxd5 Rfd8 Qc5 Qxb2 Qb5 Qf6 Qxb7 Rab8 Qa7 Ra8 Qc7 h6 Rfd1 Rdc8 Qb7 Rcb8 Qe4 Rb2 Qxa8+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
lB4KsRNy,True,standard,blitz,blitz,2020-09-15 05:12:22.313000+00:00,2020-09-15 05:18:56.670000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2144, 'ratingDiff': 6}, 'black': {'user': {'name': 'EGO360', 'id': 'ego360'}, 'rating': 2146, 'ratingDiff': -6}}","{'eco': 'B00', 'name': 'St. George Defense', 'ply': 2}",e4 a6 Nc3 b5 Nf3 Bb7 a3 e6 d3 c5 Be2 Nc6 O-O Nf6 Be3 b4 axb4 Nxb4 Na4 Qc7 c3 Nc6 Nxc5 Ne5 Nxb7 Nxf3+ Bxf3 Qxb7 Qd2 d5 exd5 exd5 Rfe1 Kd8 Bd4 Be7 b4 Kd7 Qg5 Rhg8 Re2 h6 Qe5 Rae8 Qg3 Bd6 Qh3+ Kc7 Rea2 Ra8 Qf5 Qc8 Qxc8+ Rgxc8 Bxf6 gxf6 Bxd5 Ra7 Rxa6 Rxa6 Rxa6 Kd7 Ra7+ Rc7 Rxc7+ Kxc7 b5 Be5 c4 Bd4 Bxf7 Kd6 Bd5 Ke5 Kf1 Bc5 f3 Kd4 Be4 Bb6 Ke2 Kc3 g4 Kd4 h3 Kc3 Kf1 Kd2 Kg2 Ke3 Kg3 Kd4 Kh4 Ke5 Kh5 Be3 Kg6 Ke6 h4 Ke7 Kf5 Kf7 Bd5+ Ke7 Ke4 Bb6 d4 Bc7 c5 Bg3 h5 Kd7 Kf5 Ke7 b6 Kd7 c6+ Kd6 b7 Kxd5 Kxf6 Kxc6 b8=N+ Bxb8 d5+ Kxd5 Kg6,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
CGfb0IhX,True,standard,blitz,blitz,2020-09-14 22:01:51.265000+00:00,2020-09-14 22:06:04.644000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2133, 'ratingDiff': 6}, 'black': {'user': {'name': 'albert83', 'id': 'albert83'}, 'rating': 2159, 'ratingDiff': -6}}","{'eco': 'B35', 'name': 'Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation', 'ply': 13}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 Nf6 Bc4 O-O f3 Qb6 Bb3 Nxe4 Nce2 Qa5+ c3 Nf6 O-O d6 Nxc6 bxc6 Bd4 c5 Bf2 Ba6 Re1 Rab8 Nf4 c4 Bc2 Rxb2 Rxe7 Qxc3 Rc1 Rxa2 Rxa7 Qb2 Bd4 c3 Nd3 Bxd3 Rxa2 Bxc2 Qxc2 Qxc2 Raxc2 Rc8 Rxc3 Rb8 Rc8+ Rxc8 Rxc8+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
WSkPXfNE,True,standard,blitz,blitz,2020-09-14 19:00:52.202000+00:00,2020-09-14 19:04:35.152000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2122, 'ratingDiff': 5}, 'black': {'user': {'name': 'awitko', 'id': 'awitko'}, 'rating': 2102, 'ratingDiff': -5}}","{'eco': 'B01', 'name': 'Scandinavian Defense: Modern Variation, Gipslis Variation', 'ply': 8}",e4 d5 exd5 Nf6 Nf3 Nxd5 d4 Bg4 c3 e6 h3 Bh5 Be2 c6 Nbd2 Be7 Ne4 Nd7 Ng3 Bg6 O-O N7f6 Ne5 O-O a4 Bd6 f4 Ne4 Nxe4 Bxe4 a5 f6 Nc4 Qc7 Nxd6 Qxd6 Bd3 Bxd3 Qxd3 Rad8 Qf3 Rfe8 Bd2 e5 fxe5 fxe5 Qf7+ Kh8 Bg5 Rf8 Qxb7 Rb8 Rxf8+ Rxf8 c4 Nf6 Bxf6 Qxd4+ Kh1 gxf6 Qe7 Qd8 Qc5 Rg8 Rf1 Qe7 Qxe7,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
VVwpxAzJ,True,standard,blitz,blitz,2020-09-14 18:52:02.009000+00:00,2020-09-14 18:57:34.320000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2122, 'ratingDiff': -6}, 'black': {'user': {'name': 'awitko', 'id': 'awitko'}, 'rating': 2102, 'ratingDiff': 6}}","{'eco': 'B90', 'name': 'Sicilian Defense: Najdorf Variation, Lipnitsky Attack', 'ply': 11}",e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bc4 e6 Be3 Nc6 Qd2 Bd7 O-O-O b5 Bb3 Qc7 Kb1 O-O-O f3 Kb8 Nce2 Rc8 a4 Ne5 axb5 Bxb5 Nxb5 axb5 Nd4 Qb7 Qa5 Nc4 Bxc4 bxc4 Nb5 Rc6 Qd8+ Rc8 Qa5 Rc6 Rd4 d5 exd5 exd5 Bf4+ Kc8 Na7+ Kd7 Nxc6 Qxc6 Rhd1 Bc5 Rxc4 Ra8 Qxc5 Qa6 Qc7+ Ke8 Qc6+ Kf8 Qxa6 Rxa6 Bd6+ Rxd6 Rc8+ Ke7 Rc7+ Rd7 Rxd7+ Kxd7 c3 Kd6 h4 Nh5 Re1 Nf4 Re8 Nxg2 Rg8 g6 Rg7 Ke6 Rxh7 Ne1 h5 gxh5 Rxh5 Nxf3 Rh6+ f6 Rh7 Ke5 Kc2 Ng5 Kd1 Nxh7 Ke2 Ke4 b4 Nf8 b5 Nd7 Kd2 f5 Ke2 f4 Kf2 f3 c4 dxc4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
Bg46hVWD,True,standard,blitz,blitz,2020-09-14 18:41:44.942000+00:00,2020-09-14 18:47:24.512000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2135, 'ratingDiff': -7}, 'black': {'user': {'name': 'awitko', 'id': 'awitko'}, 'rating': 2089, 'ratingDiff': 7}}","{'eco': 'B90', 'name': 'Sicilian Defense: Najdorf Variation, English Attack', 'ply': 11}",e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 Nf6 Be3 Nc6 Qd2 e6 f3 Qc7 O-O-O b5 Kb1 Bb7 h4 O-O-O g3 Kb8 Bg2 Nd7 Nb3 Nce5 Qf2 Rc8 a3 Nc4 Bc1 Nxa3+ Ka2 Nc4 Bf1 Nde5 f4 Ng4 Qf3 f5 Bxc4 Qxc4 Qd3 Qxd3 Rxd3 Nf2 Rhd1 Nxd1 Rxd1 fxe4 f5 exf5 Kb1 g6 Bf4 Kc7 Nd5+ Bxd5 Rxd5 Rd8 Nd4 Bg7 Ne6+ Kc6 Rd1 Rd7 Ng5 Be5 Bxe5 dxe5 Re1 h6 Nh3 Rhd8 Kc1 Kd6 Nf2 Ke6 Nd1 Rd4 Nc3 b4 Na4 R8d5 Nb6 Rb5 Na4 f4 gxf4 exf4 c3 bxc3 Nxc3 Rc5 Rxe4+ Rxe4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
YSJrYpsx,True,standard,blitz,blitz,2020-09-14 18:31:24.823000+00:00,2020-09-14 18:35:44.260000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2135, 'ratingDiff': -5}, 'black': {'user': {'name': 'Cetin_Demirkol', 'id': 'cetin_demirkol'}, 'rating': 2127, 'ratingDiff': 6}}","{'eco': 'B44', 'name': 'Sicilian Defense: Taimanov Variation', 'ply': 8}",e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nxc6 bxc6 Nc3 d5 exd5 cxd5 Bd3 Nf6 O-O Be7 Bg5 O-O Ne2 a5 a3 Ba6 Ng3 Bxd3 Qxd3 Rb8 b3 Qc7 Rfe1 Rfc8 Re2 h6 Be3 Ng4 Bd2 Bf6 Rae1 Qxc2 Qxc2 Rxc2 Bxa5 Rxe2 Rxe2 Rxb3 Bb4 Rb1+ Nf1 d4 h3 Ne5 g3 Nd3 Bd6 Nc1 Rd2 e5 Kg2 Nb3 Rc2 Nc1 Nd2 Ra1 Ne4 Nd3 Rd2 Ne1+ Kh2 Nf3+ Kg2 Nxd2 Nxd2 Ra2 Ne4 Re2 Kf3 Re1 Bb4 Ra1 Bd6 Rb1 Bb4 Rb3+ Ke2 Bd8 Bd6 f6 g4 Ba5 h4 Rh3 h5 d3+ Kd1 Rh1#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
IguRru0y,True,standard,blitz,blitz,2020-09-14 18:28:59.104000+00:00,2020-09-14 18:31:07.937000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2143, 'ratingDiff': -8}, 'black': {'user': {'name': 'makotorep', 'id': 'makotorep'}, 'rating': 2015, 'ratingDiff': 8}}","{'eco': 'B32', 'name': 'Sicilian Defense: Open', 'ply': 7}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 d6 Nc3 Nf6 Bg5 e6 Be2 Be7 O-O-O O-O f3 e5 Qd2 Be6 h4 Rc8 h5 a6 g4 b5 Rdg1 b4 Nd5 Nxd5 Bxe7 Nxe7 g5 Bxa2 g6 fxg6 h6 Bb3 c3 bxc3 bxc3 Qa5 hxg7 Qa1#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
fyzWIymY,True,standard,blitz,blitz,2020-09-14 07:20:11.841000+00:00,2020-09-14 07:25:43.329000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2151, 'ratingDiff': -7}, 'black': {'user': {'name': 'mesw', 'id': 'mesw'}, 'rating': 2110, 'ratingDiff': 7}}","{'eco': 'B28', 'name': ""Sicilian Defense: O'Kelly Variation, Normal System"", 'ply': 5}",e4 c5 Nf3 a6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nb3 Bb4 Bd3 d5 exd5 Nxd5 Bd2 Nxc3 Bxc3 Bxc3+ bxc3 O-O O-O g6 Re1 Qc7 Qe2 Re8 c4 Nd7 h4 Nf6 Qf3 Kg7 Qg3 Nh5 Qg5 Bd7 Nd2 f5 Rab1 e4 Bf1 Rad8 Nb3 Bc8 Rbd1 Rxd1 Rxd1 Qf4 Nc5 Qxg5 hxg5 Nf4 g3 Ne6 Nxe6+ Bxe6 Rb1 Bc8 Rb6 Rd8 c5 Rd1 Kg2 h6 c6 bxc6 gxh6+ Kxh6 Rxc6 Bb7 Rb6 Bd5 c4 Bg8 Rxa6 Rxf1 Kxf1 Bxc4+ Kg1 Bxa6 a3 Bb5 Kg2 Kg7 f3 exf3+ Kxf3 Kf6 g4 Ke5 gxf5 gxf5 Ke3 f4+ Kf3 Bc6+ Kf2 Ke4 Kf1 Ke3 Ke1 f3 Kf1 Bb5+ Kg1 f2+ Kg2 f1=Q+ Kg3 Qf3+ Kh4 Bd7 Kg5 Qf4+ Kg6 Bf5+ Kg7 Be4 Kg8 Qg5+ Kf8 Qf6+ Ke8 Bc6#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
YKOfesAP,True,standard,blitz,blitz,2020-09-14 07:13:44.328000+00:00,2020-09-14 07:20:08.456000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2157, 'ratingDiff': -6}, 'black': {'user': {'name': 'Senor_DonkFish', 'id': 'senor_donkfish'}, 'rating': 2119, 'ratingDiff': 6}}","{'eco': 'B32', 'name': 'Sicilian Defense: Löwenthal Variation', 'ply': 8}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 Nc3 Bc5 a3 Nf6 Bc4 h6 O-O O-O Bb3 d6 h3 a5 Qe2 Be6 Ba4 Qb6 Kh1 Bd4 f4 exf4 Rxf4 Be5 Rf1 Rfe8 Qe3 Qc7 Bd2 Rab8 b3 Nh5 Be1 Re7 Rd1 d5 Qc5 d4 Ne2 Nf6 Bxa5 Qd6 Qxd6 Bxd6 Nxd4 Nxe4 Rfe1 Ng3+ Kg1 Bc5 Kh2 Bxd4 Rxd4 Nf5 Rde4 Rd7 Bxc6 Rd6 Ba4 Rd5 Bc7 Rc8 Bb6 Rxc2 R1e2 Rc1 Re1 Rc2 R4e2 Rc3 Bg1 h5 Bb6 h4 Bg1 Ng3 Re3 Rc2 Rf3 Rdd2 Rxg3 hxg3+ Kxg3 Rxg2+ Kf3 Rgd2 b4 Rc3+ Ke4 Rd8 Bd4 Rxh3 Rg1 Rh4+ Ke3 Rdxd4 Bc2 g6 Rg5 Kg7 Rb5 Bc4 Rc5 Rdg4 Kd2 Be6 Kc3 Rg3+ Kb2 Rh2 Rc4 Rgg2 Rc3 Bf5 Rc5 Rxc2+ Rxc2 Rxc2+ Kb3 Rc8 Ka4 Rb8 Kb3 Bd3 Ka4 Bb5+ Kb3 f5 a4 f4 Kc3 Bxa4 Kd4 Bb5 Kc5 f3 Kd4 f2 Kc5 f1=Q Kd4 Qd3+ Kc5 Qc4+ Kd6 Rd8+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",black,
Bl47WKUQ,True,standard,blitz,blitz,2020-09-14 07:01:06.598000+00:00,2020-09-14 07:07:32.953000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2162, 'ratingDiff': 1}, 'black': {'user': {'name': 'femix_123-abuja', 'id': 'femix_123-abuja'}, 'rating': 2178, 'ratingDiff': 0}}","{'eco': 'C40', 'name': 'Elephant Gambit', 'ply': 4}",e4 e5 Nf3 d5 Nxe5 Qe7 d4 f6 Nf3 dxe4 Nfd2 Nc6 Bb5 Bd7 Bxc6 Bxc6 O-O O-O-O c3 f5 Nc4 Nf6 Nba3 Nd5 Bd2 f4 Re1 g5 Ne5 Bg7 Nxc6 bxc6 Qa4 Kb7 Nc4 Nb6 Na5+ Kc8 Qxc6 Rhe8 Qb7+ Kd7 Nc6 Qd6 Nxd8 Kxd8 Qb8+ Nc8 Qb4 Qxb4 cxb4 Bxd4 Bc3 Bxc3 bxc3 Nd6 Rad1 Kc8 Rd4 e3 fxe3 fxe3 Rg4 h6 h4 gxh4 Rxh4 Nf5 Rh5 Ng3 Rxh6 e2 Kf2 Nf5 Rf6 Nd6 Rf4 Ne4+ Kf3 Nxc3 Rc4 Nd5 Rxe2 Rf8+ Ke4 Nf4 Rf2 Ng6 Rxf8+ Nxf8 a4 Ne6 Ke5 Kd7 g4 Ng5 Kf5 Nf7 g5 Nd6+ Kg6 Nxc4 Kh7 Ne5 g6 Nxg6 Kxg6 Kd6 Kf5 Kd5 Kf6 Kc4 Ke7 Kxb4 Kd7 Kxa4 Kxc7 Kb5 Kd6 a5 Kd5 Kb4 Kd4 Kb3 Kd3 a4 Kd2 Kb2 Ke3 a3 Kd3 a2 Kc4 a1=Q Kd4 Qc1 Ke4 Qd2 Kf3 Qd3+ Kf4 Qd4+ Kf5 Qd5+ Kf6 Kc3 Kg6 Kd4 Kf6 Qe5+ Kf7,"{'initial': 180, 'increment': 0, 'totalTime': 180}",,
c4oRA152,True,standard,blitz,blitz,2020-09-13 22:24:26.070000+00:00,2020-09-13 22:30:22.117000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2162, 'ratingDiff': 6}, 'black': {'user': {'name': 'MINTUPIEZZI', 'id': 'mintupiezzi'}, 'rating': 2181, 'ratingDiff': -6}}","{'eco': 'C50', 'name': 'Giuoco Piano', 'ply': 6}",e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O h3 h6 c3 d5 exd5 Nxd5 Re1 Re8 Nbd2 Nb6 Bb5 Bd6 Ne4 Bd7 d4 exd4 Nxd4 Nxd4 Bxd7 Qxd7 Qxd4 Bf8 Qxd7 Nxd7 Bf4 Rac8 Rad1 Nc5 Nxc5 Rxe1+ Rxe1 Bxc5 c4 Kf8 Kf1 c6 b3 Re8 Rxe8+ Kxe8 Ke2 Ke7 Kd3 Ke6 Ke4 Bxf2 g4 g6 Bxh6 f5+ gxf5+ gxf5+ Kf3 Be1 Bf4 b5 a4 bxc4 bxc4 Bh4 Ke2 Be7 Kd3 Bc5 h4 a6 h5 Be7 Kc3 Bf6+ Kb3 Be7 Kc3 Kf7 Kd4 Ke6 c5 Bf6+ Kc4 Bd8 Kd4 a5 Bd2 Bf6+ Kc4 Kf7 Bxa5 f4 Kd3 Bh4 Ke4 Bf2 Bd2 Bxc5 Bxf4 Bf8 a5 Bc5 a6 Ba7 Kf5 c5 Bc1 c4 h6 c3 Ke4 c2 Kd5 Kg6 Kc6 Bb8 Kb7,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
Fpo3SVhQ,True,standard,blitz,blitz,2020-09-13 22:13:16.266000+00:00,2020-09-13 22:19:31.037000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2157, 'ratingDiff': 5}, 'black': {'user': {'name': 'Chelyos', 'id': 'chelyos'}, 'rating': 2117, 'ratingDiff': -5}}","{'eco': 'B01', 'name': 'Scandinavian Defense: Main Line', 'ply': 6}",e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 Be2 Nc6 O-O Bf5 d3 O-O-O Bd2 e6 a3 Bg4 h3 Bxf3 Bxf3 Nd4 Ne4 Nxf3+ Qxf3 Qd5 Nxf6 Qxf3 gxf3 gxf6 Bc3 Rg8+ Kh2 f5 Bf6 Bd6+ Kh1 Rde8 Rg1 Rg6 Bc3 Reg8 a4 b6 b3 a5 Rae1 Kd7 Bd2 h5 f4 Bc5 Be3 Kc6 Kh2 Bd6 Kh1 Kd5 c3 c5 Rxg6 Rxg6 Rg1 Rxg1+ Kxg1 f6 Kg2 e5 Kf3 e4+ Ke2 Be7 f3 exd3+ Kxd3 Bd6 c4+ Ke6 Bd2 Bc7 Ke3 Bd6 Be1 Bc7 Bh4 Bd6 Kd3 Bxf4 Bf2 Be5 Ke3 f4+ Kd3 Kf5 Bh4 Bd4 Be1 Be3 Bh4 Ke5 Be1 f5 Bc3+ Bd4 Be1 Kf6 Bh4+ Kg6 Bd8 Kh6 Bxb6 Kg5 Bxa5 Kh4 Bc7 Be3 Ke2 Kxh3 Kf1 Kg3 Bd8 Kxf3 a5 Bd4 a6 Kg3 a7 f3 a8=Q h4 Bxh4+ Kxh4 Qxf3 Kg5 Ke2 Kf6 Kd3 Ke5 Qe2+ Kf4 Qf1+ Ke5 Kc2 f4 Kb1 Ke4 Ka2 f3 Ka3 Ke3 b4 f2 b5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
wskYgXD9,True,standard,blitz,blitz,2020-09-13 21:59:00.198000+00:00,2020-09-13 22:04:01.017000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2155, 'ratingDiff': 7}, 'black': {'user': {'name': 'mkharin', 'id': 'mkharin'}, 'rating': 2250, 'ratingDiff': -7}}","{'eco': 'B33', 'name': 'Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation', 'ply': 11}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nxc6 bxc6 Bc4 Bc5 O-O O-O Bg5 h6 Bh4 d6 h3 Be6 Bb3 Bd4 Qf3 g5 Bg3 g4 hxg4 Bxg4 Qd3 Qd7 Bh4 Nh7 Na4 Kg7 c3 Bb6 Nxb6 axb6 Qg3 Kh8 f3 Be6 Bxe6 Qxe6 Qh3 Qxh3 gxh3 Ng5 Bxg5 hxg5 Kf2 Kg7 Rg1 Kf6 a3 b5 Rad1 Rad8 Ke3 Rh8 Rg3 Rh5 Rdg1 Rdh8 b3 Ke6 a4 bxa4 bxa4 f6 a5 Rxh3 Rxh3 Rxh3 a6 Rh7 Ra1 Ra7 Kd3 d5 c4 d4 c5 f5 Kc4 fxe4 fxe4 g4 Kb4 Kf6 Ka5 Kg5 Kb6 Rxa6+ Kxa6 g3 Kb6 Kf4 Kxc6 g2 Kd6 Kf3 c6 Kf2 c7 g1=Q Rxg1 Kxg1 c8=Q d3 Qc1+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",white,
