id,rated,variant,speed,perf,createdAt,lastMoveAt,status,players,winner,opening,moves,clock,tournament
zTl74q95,True,standard,blitz,blitz,2020-12-04 18:13:52.927000+00:00,2020-12-04 18:20:45.130000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2097, 'ratingDiff': -6}, 'black': {'user': {'name': 'korsan11', 'id': 'korsan11'}, 'rating': 2077, 'ratingDiff': 6}}",black,"{'eco': 'C00', 'name': 'French Defense: Normal Variation', 'ply': 3}",e4 e6 d4 b6 Nd2 Bb7 Ngf3 c5 c3 cxd4 cxd4 Bb4 Bd3 Nf6 Qe2 d5 e5 Ne4 O-O h6 Nxe4 dxe4 Bxe4 Bxe4 Qxe4 Na6 a3 Be7 Qc6+ Kf8 Be3 g5 Rac1 Kg7 Qe4 Qd5 Qxd5 exd5 h3 Rac8 Nh2 Nc7 Ng4 Ne6 Rfd1 h5 Nh2 Nf4 Kf1 b5 Bxf4 gxf4 Nf3 Rc4 b3 Rcc8 a4 a6 Ke2 Kg6 Kd3 Kf5 axb5 axb5 Ra1 b4 Ra7 Rc3+ Kd2 Re8 Rb1 Ke4 Re1+ Kf5 Rb1 Ke4 Rb7 Rd3+ Kc2 Rxd4 Nxd4 Kxd4 Rd1+ Kxe5 Re1+ Kf6 Rxb4 Rc8+ Kd3 Bxb4,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
ZBVyeKHc,True,standard,blitz,blitz,2020-12-04 07:47:10.567000+00:00,2020-12-04 07:54:37.930000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2087, 'ratingDiff': 6}, 'black': {'user': {'name': 'Misdreaveous', 'id': 'misdreaveous'}, 'rating': 2107, 'ratingDiff': -6}}",white,"{'eco': 'C40', 'name': 'Elephant Gambit', 'ply': 4}",e4 e5 Nf3 d5 d4 dxe4 Nxe5 Nc6 Nxc6 bxc6 Bc4 Nf6 O-O Bd6 Bg5 h6 Bh4 O-O Nd2 Bf5 Re1 g5 Bg3 Bxg3 hxg3 Qxd4 c3 Qd6 Qe2 Rfe8 Nf1 Bg4 Qc2 a5 Ne3 Bh5 Nf5 Qc5 Ne3 Bg6 b3 Nd5 Ng4 Kg7 Rad1 f5 Ne3 Nxe3 fxe3 Rad8 Qf2 Rd6 g4 Red8 Rd4 Qe5 gxf5,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
faL3tSsg,True,standard,blitz,blitz,2020-12-04 00:27:18.349000+00:00,2020-12-04 00:31:36.735000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2084, 'ratingDiff': 4}, 'black': {'user': {'name': 'josyelpro1234', 'id': 'josyelpro1234'}, 'rating': 1966, 'ratingDiff': -4}}",white,"{'eco': 'B12', 'name': 'Caro-Kann Defense: Advance Variation, Tal Variation', 'ply': 7}",e4 c6 d4 d5 e5 Bf5 h4 h6 g4 Bh7 e6 fxe6 g5 hxg5 Qh5+ Kd7 Nf3 Nf6 Ne5+ Kc7 Qxg5 Ne4 Qg4 Bf5 Qf3 Qe8 Bf4 Kc8 Nd2 Nxd2 Kxd2 Be4 Qh3 Bxh1 Qxe6+ Kd8 Bh3 Rxh4 Qc8#,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
Pib7fHec,True,standard,blitz,blitz,2020-12-03 23:14:23.479000+00:00,2020-12-03 23:22:34.142000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2083, 'ratingDiff': 5}, 'black': {'user': {'name': 'Templario2017', 'id': 'templario2017'}, 'rating': 2066, 'ratingDiff': -5}}",white,"{'eco': 'B20', 'name': 'Sicilian Defense: Mengarini Variation', 'ply': 3}",e4 c5 a3 a5 Bc4 e6 Nc3 Nc6 Nf3 d6 d3 Nf6 O-O Be7 Bg5 O-O Nd2 e5 f4 Be6 Kh1 Nd4 fxe5 dxe5 Bxe6 Nxe6 Bxf6 Bxf6 Nd5 Bg5 Nf3 f6 c3 Bh6 Qb3 Kh8 Nh4 Nf4 Nf5 Nxd5 Nxh6 gxh6 exd5 b6 Rf3 Qd6 Raf1 Rf7 Rh3 f5 c4 Rg8 Qc2 Qg6 Rg3 Qf6 Rgf3 f4 g3 Qg5 gxf4 exf4 Qc3+ Rgg7 Qd2 Kg8 b3 Kf8 Re1 Rg6 Qe2,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
tSU8QMhv,True,standard,blitz,blitz,2020-12-03 23:00:29.184000+00:00,2020-12-03 23:11:02.510000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2077, 'ratingDiff': 6}, 'black': {'user': {'name': 'felipemaria1', 'id': 'felipemaria1'}, 'rating': 2089, 'ratingDiff': -6}}",white,"{'eco': 'B01', 'name': 'Scandinavian Defense: Main Line', 'ply': 6}",e4 d5 exd5 Qxd5 Nc3 Qa5 a3 e6 Nf3 Nf6 Be2 Bd6 Nd4 c6 b4 Qc7 b5 O-O Nf3 Bd7 O-O cxb5 Bxb5 a6 Bd3 Nc6 Rb1 Rfd8 Ng5 Bxh2+ Kh1 Be5 Nce4 h6 Nf3 Ne7 Nxe5 Qxe5 Nxf6+ Qxf6 Rxb7 Ba4 Bb2 Qh4+ Kg1 Rxd3 Rb4 Qg5 Rxa4 Rxd2 Qf3 Rad8 Rg4 Qf5 Rxg7+ Kf8 Qe3 Rxc2 Qxh6 Ke8 Qh8+ Kd7 Rd1+ Nd5 Qh7 Qxf2+ Kh2 Qf4+ Kh3 Qe3+ Rg3 Qf4 Ba1 Rdc8 Rg7 R2c3+ Bxc3 Rxc3+ g3 Rxg3+ Rxg3 Ke7 Qh4+ Qxh4+ Kxh4 Nf6 Rf3 Ne4 Rdf1 f5 Rb3 Nd2 Rb7+ Kf6 Rd1 Nf3+ Kg3 Ng5 Rdd7 Ke5 Ra7 f4+ Kf2 Ne4+ Kf3 Ng5+ Kg4 Ne4 Rxa6 Nf6+ Kf3 Nxd7 Ra5+ Kf6 Kxf4 e5+ Ke3 Kf5 a4 Nb6 Ra6 Nd5+ Ke2 e4 a5 Kf4 Ra8 Nc3+ Ke1 Nb5 Rf8+ Ke3 a6 Kd3 Rf5,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
8WUzn1Ci,True,standard,blitz,blitz,2020-12-03 22:43:17.162000+00:00,2020-12-03 22:50:55.848000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2082, 'ratingDiff': -5}, 'black': {'user': {'name': 'tinirichter', 'id': 'tinirichter'}, 'rating': 2089, 'ratingDiff': 5}}",black,"{'eco': 'C41', 'name': 'Philidor Defense: Hanham Variation, Steiner Variation', 'ply': 11}",e4 d6 d4 e5 Nf3 Nd7 Bc4 c6 O-O Be7 dxe5 dxe5 Be3 Ngf6 Nbd2 O-O Bb3 Qc7 Nc4 b5 Ncd2 Nc5 Bxc5 Bxc5 h3 a5 a4 Ba6 axb5 cxb5 Re1 Rad8 Qe2 h6 Nf1 Rfe8 Ng3 Qb6 Rf1 a4 Ba2 Rd7 Nh4 Red8 Rad1 Rxd1 Rxd1 Rxd1+ Qxd1 Bxf2+ Kh2 Qe3 Qd8+ Kh7 Ngf5 Qxe4 Qf8 Qf4+ Kh1 Nh5 Bxf7 Ng3+ Nxg3 Qc1+ Nf1 Qxf1+ Kh2 Qg1#,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
80tBz7ih,True,standard,blitz,blitz,2020-12-03 06:18:50.321000+00:00,2020-12-03 06:27:45.764000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2074, 'ratingDiff': 5}, 'black': {'user': {'name': 'Misternoname123', 'id': 'misternoname123'}, 'rating': 1993, 'ratingDiff': -4}}",white,"{'eco': 'C62', 'name': 'Ruy Lopez: Steinitz Defense', 'ply': 6}",e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 Nf6 Re1 Be7 d4 O-O Nbd2 exd4 cxd4 Re8 e5 Nd5 Bd3 Nf4 Bb1 dxe5 dxe5 Bg4 h3 Bh5 Qa4 Ne6 Nh2 Bb4 g4 Bxd2 Rd1 Nc5 Qc2 Bg6 Qxc5 Bxb1 Rxd2 Bd3 Nf3 Re6 Qc3 Qe7 Rxd3 Nxe5 Nxe5 Rxe5 Bf4 Re2 Re3 Rxe3 Qxe3 Qf6 Be5 Qc6 Qc3 Qxc3 Bxc3 Re8 Re1 Rd8 Kg2 c5 Re7 Rb8 Be5 Rd8 Rxb7 f6 Bc3 Rd5 Rxa7 c4 a3 Rb5 Rc7 Rb8 Rxc4,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
KlyjxpZT,True,standard,blitz,blitz,2020-12-02 22:44:05.603000+00:00,2020-12-02 22:48:16.257000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2064, 'ratingDiff': 4}, 'black': {'user': {'name': 'oscarito1913', 'id': 'oscarito1913'}, 'rating': 1971, 'ratingDiff': -4}}",white,"{'eco': 'B32', 'name': 'Sicilian Defense: Löwenthal Variation', 'ply': 8}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6 c4 Nf6 Nc3 Bb4 Bd3 d5 cxd5 cxd5 Qa4+ Bd7 Qxb4 dxe4 Nxe4 Nxe4 Bxe4 Rb8 Qa3 f5 Bc2 e4 O-O h5 Bf4 Rb7 Rad1 Qe7 Bd6 Qf6 Ba4 g5 Bxd7+ Rxd7 Bb4 Rhh7 Bc3 Qb6 Qa4 f4 Rxd7 Rxd7 Rd1 Qb7 Qxd7+ Qxd7 Rxd7 Kxd7 Kf1 Ke6 Ke2 Kd5 a3 a6 Bf6 g4 Bg5 Ke5 Bh6 a5 g3,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
rIajVVWE,True,standard,blitz,blitz,2020-12-02 22:21:29.901000+00:00,2020-12-02 22:30:29.264000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2064, 'ratingDiff': -5}, 'black': {'user': {'name': 'rafauga', 'patron': True, 'id': 'rafauga'}, 'rating': 2104, 'ratingDiff': 5}}",black,"{'eco': 'C67', 'name': 'Ruy Lopez: Berlin Defense, Rio Gambit Accepted', 'ply': 8}",e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Nxe5 Be7 Bf1 Nf5 c3 Nxe5 Rxe5 d6 Re1 O-O d4 d5 Nd2 Bd6 Nf3 Nh4 h3 c6 Ne5 Bf5 Qh5 Bg6 Nxg6 Nxg6 Bg5 Qc7 Bd3 Rae8 Qg4 Qc8 Bf5 Qc7 h4 Be7 Rxe7 Nxe7 Bd3 Ng6 h5 f5 Qf3 Ne7 h6 g6 Bf4 Qd7 Be5 Nc8 Qf4 Rxe5 dxe5 Re8 Re1 Qe6 Qg5 Ne7 f4 c5 Bc2 Nc6 Ba4 Qe7 Qg3 a6 Bxc6 bxc6 Qf2 Rb8 b3 Rd8 Qe2 d4 Qxa6 dxc3 Qxc6 Qd7 Qf6 Rf8 Qa6 Qd4+ Kh1 c2 Qc4+ Qxc4 bxc4 Rd8 e6 Rd1 e7 Rxe1+,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
cHVgzHOE,True,standard,blitz,blitz,2020-12-02 09:03:55.747000+00:00,2020-12-02 09:12:46.352000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2053, 'ratingDiff': 7}, 'black': {'user': {'name': 'Ravi40', 'id': 'ravi40'}, 'rating': 2103, 'ratingDiff': -6}}",white,"{'eco': 'B02', 'name': 'Alekhine Defense: Normal Variation', 'ply': 4}",e4 Nf6 e5 Nd5 Nf3 d6 c4 Nb6 d4 Bg4 exd6 cxd6 h3 Bxf3 Qxf3 Nc6 Be3 g6 Nc3 Bg7 Rd1 O-O Be2 e5 d5 Nd4 Bxd4 exd4 Ne4 f5 Nd2 d3 Qxd3 Bxb2 O-O Qf6 Nf3 Rfe8 h4 Re7 Rb1 Rae8 Bd1 Qc3 Qxc3 Bxc3 Rc1 Bf6 Ng5 Bxg5 hxg5 Rc8 Bb3 Rec7 Rfe1 Kf7 Re6 Nxc4 Rce1 Rd8 f4 b5 Kf2 a5 a4 Nd2 Bd1 Ne4+ Kg1 b4 Bf3 Nc5 Rf6+ Kg7 g4 Nd3 Re3 Nxf4 gxf5 Rf8 Rxd6 Rxf5 Rd8 Nxd5 Bxd5 Rxg5+ Kf2 Rc2+ Kf3 Rd2 Re7+ Kf6 Re6+ Kf5 Rf8#,"{'initial': 180, 'increment': 2, 'totalTime': 260}",
