id,rated,variant,speed,perf,createdAt,lastMoveAt,status,players,winner,opening,moves,clock,tournament
BPGukseI,True,standard,blitz,blitz,2021-01-23 00:23:41.639000+00:00,2021-01-23 00:29:29.333000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2152, 'ratingDiff': 7}, 'black': {'user': {'name': 'OTourinho', 'id': 'otourinho'}, 'rating': 2225, 'ratingDiff': -7}}",white,"{'eco': 'C60', 'name': 'Ruy Lopez: Cozio Defense', 'ply': 6}",e4 e5 Nf3 Nc6 Bb5 Nge7 O-O g6 Re1 Bg7 c3 O-O d4 exd4 cxd4 d5 e5 Bg4 Be3 f6 exf6 Bxf6 Nbd2 Bg7 Qb3 Nf5 h3 Bxf3 Nxf3 Qd6 Rac1 Ncxd4 Nxd4 Nxd4 Qd3 Nxb5 Qxb5 b6 Red1 c5 b4 d4 bxc5 bxc5 Rxc5 Rad8 Bg5 Rd7 Qc4+ Kh8 Rc6 Qe5 Bd2 Qf5 f3 Be5 Rc5 Qf6 Re1 Re8 f4 Qh4 Rcxe5 Rf8 Qd3 Rdf7 Re8 Qg3 Rxf8+ Rxf8 Qxg3,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
lz5EhylO,True,standard,blitz,blitz,2021-01-22 21:00:55.529000+00:00,2021-01-22 21:04:17.722000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2141, 'ratingDiff': 5}, 'black': {'user': {'name': 'amir210110', 'id': 'amir210110'}, 'rating': 2118, 'ratingDiff': -5}}",white,"{'eco': 'C70', 'name': 'Ruy Lopez: Morphy Defense, Graz Variation', 'ply': 10}",e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Bc5 O-O d6 h3 Nge7 c3 O-O d4 exd4 cxd4 Bb6 Nc3 h6 Ne2 Kh7 Ng3 f5 exf5 Nxf5 Bc2 g6 Ne4 Nfxd4 Nxd4 Nxd4 Bb1 Bf5 Be3 c5 a4 Qh4 Nxd6 Bxh3 Bxd4 cxd4 Qd3 Bd7 Qxg6+ Kh8 Qh7#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
bcs0p5WI,True,standard,blitz,blitz,2021-01-22 20:25:38.486000+00:00,2021-01-22 20:31:37.283000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2146, 'ratingDiff': -5}, 'black': {'user': {'name': 'kamov', 'id': 'kamov'}, 'rating': 2173, 'ratingDiff': 5}}",black,"{'eco': 'B27', 'name': 'Sicilian Defense: Hyperaccelerated Fianchetto', 'ply': 5}",e4 c5 Nf3 g6 d4 cxd4 Qxd4 Nf6 Qa4 Nc6 c3 Bg7 Bc4 d6 O-O O-O Re1 a6 Qc2 b5 Bb3 Bg4 Nbd2 Rc8 a4 b4 h3 Bxf3 Nxf3 bxc3 bxc3 Na5 Ba2 Nd7 Bb2 Nc4 Bc1 Qa5 Bxc4 Rxc4 Bd2 Rfc8 Re3 Nb6 e5 dxe5 Ng5 Rxa4 Rae1 Ra2 Qd3 h6 Ne4 Qd5 Bc1 Rd8 Qxd5 Nxd5 Rf3 f5 Nc5 e4 Rg3 Kh7 h4 Be5 Rh3 Nxc3 h5 g5 Ne6 Rd1 Rxd1 Nxd1 Bd2 Rxd2 Nc5 Nxf2,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
m0kBK7ZJ,True,standard,blitz,blitz,2021-01-22 17:43:07.400000+00:00,2021-01-22 17:48:51.348000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2141, 'ratingDiff': 5}, 'black': {'user': {'name': 'hz_zekeriya', 'id': 'hz_zekeriya'}, 'rating': 2117, 'ratingDiff': -6}}",white,"{'eco': 'B54', 'name': 'Sicilian Defense: Accelerated Dragon', 'ply': 8}",e4 c5 Nf3 d6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Bc4 Nc6 Nde2 Nf6 O-O O-O Re1 Bd7 Ng3 Rc8 Be3 Na5 Bf1 a6 Nce2 Be6 c3 Nc4 Bc1 Nd7 Nf4 Nc5 Qc2 Qd7 Nge2 Na5 b4 Na4 bxa5 Nxc3 Bb2 Nxa2 Qd2 Bxb2 Qxb2 Bc4 Ng3 Bxf1 Nxf1 Nc3 Ne3 Nxe4 Ned5 Nc5 Nxe7+ Qxe7 Rxe7 Rc6 Nd5 f6 Nxf6+ Rxf6 Qxf6 Nd3 h4 d5 Rg7+ Kh8 Qf7 Rc7 Qxc7,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
VUvGNWOl,True,standard,blitz,blitz,2021-01-22 00:11:05.402000+00:00,2021-01-22 00:16:34.546000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2131, 'ratingDiff': 5}, 'black': {'user': {'name': 'Brilliancies', 'id': 'brilliancies'}, 'rating': 2074, 'ratingDiff': -4}}",white,"{'eco': 'C62', 'name': 'Ruy Lopez: Steinitz Defense', 'ply': 6}",e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 d4 exd4 Nxd4 Nxd4 Bxd7+ Qxd7 Qxd4 Nf6 Bg5 Be7 Nc3 O-O Kh1 h6 Bh4 Qe6 f4 Nh7 Bxe7 Qxe7 Nd5 Qd7 f5 c6 Nf4 Rfd8 Nh5 f6 Nf4 Nf8 Rad1 Qe7 h4 Rd7 h5 b6 Qc4+ Qf7 Qxc6 Rad8 c3 Nh7 Ne6 Re8 Kg1 Nf8 Nf4 Red8 Ng6 Nxg6 fxg6 Qxa2 e5 fxe5 b4 Qe6 Rf2 Rf8 Rxf8+ Kxf8 Qc8+ Qe8 Rf1+ Ke7 Qc4 Kd8 Qc6 d5 Qa8+ Ke7 Rf7+ Kd6 Qxe8,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
EOOKpacB,True,standard,blitz,blitz,2021-01-21 23:13:04.086000+00:00,2021-01-21 23:19:19.177000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2125, 'ratingDiff': 6}, 'black': {'user': {'name': 'fatmirbami-kruja', 'id': 'fatmirbami-kruja'}, 'rating': 2143, 'ratingDiff': -5}}",white,"{'eco': 'C00', 'name': 'French Defense: Normal Variation', 'ply': 3}",e4 e6 d4 g6 Nd2 Bg7 Ngf3 b6 c3 Bb7 Bd3 d6 O-O Nf6 Re1 Nc6 e5 Nd7 exd6 cxd6 Be4 Na5 Bxb7 Nxb7 Ne4 Qc7 Bf4 O-O Rc1 Nf6 Nfd2 Nxe4 Nxe4 Rad8 Bg5 Rc8 Qa4 h6 Bf6 a5 h4 d5 Bxg7 Kxg7 Ng3 Nd6 h5 g5 b3 Qe7 Re3 Rc7 Rce1 Rfc8 Ne2 Nf5 Rf3 Nh4 Re3 Nf5 Rf3 g4 Rd3 Qg5 Qb5 Rc6 c4 Nd6 Qa6 dxc4 bxc4 Rxc4 Qxb6 R4c6 Qb2 Rc2 Qa1 Kg8 Rdd1 Qxh5 d5 exd5 Nf4 Qf5 g3 R8c5 Re5 Qc8 Qd4 Rc1 Rxc1 Rxc1+ Kg2 Ne4 Nxd5 Nf6 Nxf6+ Kg7 Ne4 f6 Re7+ Kg6 Qxf6+ Kh5 Qh4+ Kg6 Qf6+ Kh5 Re5+ Qf5 Qh4+ Kg6 Rxf5 Kxf5 Qf6+ Kxe4 Qf4+ Kd5 Qxc1 Ke6 Qd1 Kf5 Qe1 h5 Qxa5+ Kf6 Qa4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
mNjOi3MG,True,standard,blitz,blitz,2021-01-21 23:04:24.752000+00:00,2021-01-21 23:07:54.272000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2121, 'ratingDiff': 4}, 'black': {'user': {'name': 'ChessWitStyle', 'id': 'chesswitstyle'}, 'rating': 1994, 'ratingDiff': -4}}",white,"{'eco': 'C05', 'name': 'French Defense: Tarrasch Variation, Closed Variation', 'ply': 6}",e4 e6 d4 d5 Nd2 Nf6 Bd3 dxe4 Nxe4 Nbd7 Nf3 Nxe4 Bxe4 Nf6 Bg5 Be7 Bd3 O-O c3 h6 Bh4 c5 dxc5 Bxc5 O-O b6 Qc2 Bb7 Rad1 Qc7 Nd2 Be7 Bg3 Bd6 Bxd6 Qxd6 Nc4 Qe7 Rfe1 Rad8 f3 Nd5 Ne5 Nf4 Be4 Bxe4 Qxe4 Nd5 Nc6 Qc7 Nxd8 Rxd8 c4 Nf6 Rxd8+ Qxd8 Qe3 Qc7 b3 a5 Rd1 Qe7 Qd2 Qa3 Qd8+ Kh7 Qd3+ g6 Rd2 Qc1+ Kf2 Qa3 h4 Qc5+ Qd4 Qe7 Qd6 Qa7 Qd4 Qe7 Qxb6 h5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
EYGl3Jmj,True,standard,blitz,blitz,2021-01-21 17:56:55.358000+00:00,2021-01-21 17:59:41.544000+00:00,timeout,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2123, 'ratingDiff': -6}, 'black': {'user': {'name': 'Fardidge', 'id': 'fardidge'}, 'rating': 2109, 'ratingDiff': 6}}",black,"{'eco': 'B00', 'name': 'Pirc Defense', 'ply': 4}",e4 d6 d4 Nf6 Nd2 g6 Bd3 Bg7 Ngf3 O-O O-O c6 c4 Qc7 e5 dxe5 Nxe5 Nbd7 Nef3 e5 Re1 exd4 Nxd4 Nc5 Bc2 Rd8 N4b3 Nxb3 axb3 Be6 Qf3 Rd7 Nf1 a6 Bf4 Qb6 Be5 Ng4 Bxg7 Kxg7 h3 Nf6 Qc3 Rad8 Ng3 Qd4 Qb4 c5 Qa5 Qd2 Qxd2 Rxd2,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
qQFyLA85,True,standard,blitz,blitz,2021-01-21 17:13:36.534000+00:00,2021-01-21 17:17:56.903000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2122, 'ratingDiff': -4}, 'black': {'user': {'name': 'Lutter-Maximilian', 'id': 'lutter-maximilian'}, 'rating': 2205, 'ratingDiff': 5}}",black,"{'eco': 'C60', 'name': 'Ruy Lopez: Fianchetto Defense', 'ply': 6}",e4 e5 Nf3 Nc6 Bb5 g6 O-O Bg7 Re1 d6 c3 Ne7 h3 Bd7 d4 O-O Nbd2 a6 Ba4 Kh8 Nf1 f5 exf5 Nxf5 Bg5 Bf6 Bxf6+ Qxf6 dxe5 Nxe5 Nxe5 Bxa4 Qxa4 dxe5 Re2 Rae8 Rae1 Re7 Nd2 Nd6 Ne4 Nxe4 Qxe4 c6 f4 Qxf4 Qxf4 Rxf4 Rxe5 Rxe5 Rxe5 Kg7 Re7+ Rf7 Rxf7+ Kxf7 Kf2 Ke6 Ke3 Ke5 g4 g5 a4 b6 b4 b5 a5 Kd5 Kd3 c5 bxc5 Kxc5 Ke4 Kc4 Kf5 Kxc3 Kxg5 b4 Kh6 b3 Kxh7 b2 g5 b1=Q+ g6 Qf5 h4 Qh5+ Kg7 Qxh4 Kf7 Qf4+ Kg7 Qe5+ Kh7 Qf5 Kg7 Kb4 Kh7 Kxa5 Kh6 Kb4 g7 Qf6+ Kh7 Qxg7+ Kxg7 a5 Kf6 a4 Ke5 a3 Kd4 a2 Kd3 a1=Q Kd2 Qd4+ Ke2 Qc3 Kf2 Qh3 Ke2 Qg3 Kf1 Kc3 Ke2 Qg2+ Ke1 Kd3 Kd1 Qf1#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
2O9JNaxW,True,standard,blitz,blitz,2021-01-21 06:40:08.142000+00:00,2021-01-21 06:44:06.482000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2115, 'ratingDiff': 7}, 'black': {'user': {'name': 'wandamli', 'id': 'wandamli'}, 'rating': 2162, 'ratingDiff': -6}}",white,"{'eco': 'B00', 'name': 'Pirc Defense', 'ply': 4}",e4 d6 d4 Nf6 Nd2 e5 Bd3 exd4 Ngf3 c5 O-O Be7 e5 dxe5 Nxe5 O-O b4 cxb4 Nb3 Nc6 Nf3 Bg4 h3 Bxf3 Qxf3 a5 Bb2 a4 Nd2 a3 Bc1 Qd5 Qg3 Bd6 Qh4 g5 Qh6 Rfe8 Qxf6 Re6 Qf3 Qe5 g3 Rf6 Qe4 Qc5 Nb3 Qb6 Qxh7+ Kf8 Re1 Ne7 Qh8+ Ng8 Bxg5 Rg6 Bxg6 fxg6 Bh6+ Kf7 Qg7#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
skatSaUE,True,standard,blitz,blitz,2021-01-21 06:27:16.350000+00:00,2021-01-21 06:29:30.914000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2102, 'ratingDiff': 4}, 'black': {'user': {'name': 'espinovsky', 'id': 'espinovsky'}, 'rating': 2010, 'ratingDiff': -4}}",white,"{'eco': 'B21', 'name': 'Sicilian Defense: Smith-Morra Gambit', 'ply': 3}",e4 c5 d4 cxd4 Qxd4 Nc6 Qa4 Nf6 Nc3 d6 Nf3 Bd7 Bb5 a6 Bxc6 Bxc6 Qc4 Rc8 Qe2 e5 O-O Be7 Rd1 O-O Nxe5 Qb6 Nxc6 Rxc6 Na4 Qc7 Nc3 Rxc3 bxc3 Qxc3 Bg5 Nxe4 Bxe7 Re8 Qxe4 h6,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
kTlH7lj7,True,standard,blitz,blitz,2021-01-21 06:22:35.559000+00:00,2021-01-21 06:27:04.124000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2107, 'ratingDiff': -5}, 'black': {'user': {'name': 'vitaly_fidarov', 'id': 'vitaly_fidarov'}, 'rating': 2122, 'ratingDiff': 5}}",black,"{'eco': 'B00', 'name': 'Pirc Defense', 'ply': 3}",e4 d6 d4 g6 Nd2 Bg7 Ngf3 h6 Bd3 Nc6 c3 Bg4 h3 Bd7 O-O e5 d5 Nce7 a4 f5 Re1 f4 a5 g5 a6 b6 Nh2 Nf6 b4 Kf7 c4 h5 c5 g4 h4 g3 fxg3 fxg3 Nhf3 Ng6 Ng5+ Kg8 Ndf3 Ng4 Rf1 Bh6 c6 Bc8 b5 Kg7 Ne6+ Bxe6 Bxh6+ Rxh6 dxe6 Ne3 Qd2 Nxf1 Rxf1 Nf4 Bc4 Qf6 Ng5 Rf8 Nf7 Rg6 Ng5 Rxg5 hxg5 Qxg5 Qc3 Qh4 Rxf4 Rxf4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
5FkRNSxI,True,standard,blitz,blitz,2021-01-21 00:29:41.393000+00:00,2021-01-21 00:31:49.858000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2113, 'ratingDiff': 6}, 'black': {'user': {'name': 'VeraMstrikesagain', 'id': 'veramstrikesagain'}, 'rating': 2156, 'ratingDiff': -7}}",white,"{'eco': 'C40', 'name': 'Latvian Gambit: Mlotkowski Variation', 'ply': 5}",e4 e5 Nf3 f5 Nc3 d6 Bc4 Nc6 O-O Na5 Bb3 Nxb3 axb3 Nf6 Re1 Be7 d4 fxe4 Nxe4 Nxe4 Rxe4 Bf5 Re1 e4 Nd2 d5 c4 c6 b4 O-O b5 Qd7 Nb3 Bg4 Qd2 h6 bxc6 bxc6 Qe3 Bg5 Qg3 Rf7 Bxg5 hxg5 h3 Be6 Nc5 Qd6 Qxd6,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
LNK5TRjt,True,standard,blitz,blitz,2021-01-20 23:32:28.192000+00:00,2021-01-20 23:36:11.046000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2107, 'ratingDiff': 6}, 'black': {'user': {'name': 'dom_lulas', 'id': 'dom_lulas'}, 'rating': 2098, 'ratingDiff': -5}}",white,"{'eco': 'C67', 'name': 'Ruy Lopez: Berlin Defense, Rio Gambit Accepted', 'ply': 8}",e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 d5 d3 Nf6 Nxe5 Be6 Nxc6 bxc6 Bxc6+ Ke7 Bxa8 Qxa8 Bg5 h6 Bh4 Qb7 b3 Kd7 Nd2 Bd6 Nf3 c5 d4 c4 Bg3 Bxg3 hxg3 Ne4 Ne5+ Kd6 bxc4 f6 c5+ Kc7 Rb1 Qa6 Rxe4 dxe4 Ng6 Rd8 c3 Qd3 Qc1 Rb8 Qf4+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
5vH52J2t,True,standard,blitz,blitz,2021-01-20 23:12:34.958000+00:00,2021-01-20 23:14:47.759000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2111, 'ratingDiff': -5}, 'black': {'user': {'name': 'conejin_20', 'id': 'conejin_20'}, 'rating': 2167, 'ratingDiff': 5}}",black,"{'eco': 'B22', 'name': 'Sicilian Defense: Alapin Variation', 'ply': 3}",e4 c5 c3 e6 d4 cxd4 cxd4 Nf6 Nc3 b6 Bd3 Ba6 Nf3 Be7 O-O O-O e5 Ne8 Re1 Bxd3 Qxd3 d6 Qe4 Nd7 Nb5 dxe5 dxe5 a6 Nbd4 Nc7 Nc6 Qe8 Rd1 Nd5 Be3 Bc5 Bxc5 Nxc5,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
iiyl4esH,True,standard,blitz,blitz,2021-01-20 23:01:13.183000+00:00,2021-01-20 23:06:05.426000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2121, 'ratingDiff': -5}, 'black': {'user': {'name': 'conejin_20', 'id': 'conejin_20'}, 'rating': 2157, 'ratingDiff': 5}}",black,"{'eco': 'B20', 'name': 'Sicilian Defense: Snyder Variation', 'ply': 3}",e4 c5 b3 e6 Bb2 d5 exd5 exd5 Nf3 Nc6 Bb5 Bg4 O-O Bd6 h3 Bf5 Re1+ Ne7 Bxg7 Rg8 Bf6 Qc7 Kh1 a6 Bxc6+ Qxc6 d4 Qd7 dxc5 Bxh3 g3 Bxc5 Nc3 O-O-O Ne5 Qf5 Qf3 Bxf2 Bxe7 Bg2+ Qxg2 Rxg3 Qxg3 Bxg3 Kg2 Rg8,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
1OBkd7Ha,True,standard,blitz,blitz,2021-01-20 21:15:42.851000+00:00,2021-01-20 21:19:41.274000+00:00,timeout,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2115, 'ratingDiff': 6}, 'black': {'user': {'name': 'Abdurraufeaziz', 'id': 'abdurraufeaziz'}, 'rating': 2108, 'ratingDiff': -6}}",white,"{'eco': 'B22', 'name': 'Sicilian Defense: Alapin Variation, Barmen Defense', 'ply': 6}",e4 c5 c3 d5 exd5 Qxd5 Na3 Nf6 Nf3 Bg4 Be2 e6 h3 Bh5 O-O Nc6 Ne1 Bg6 Bf3 Qd7 Nec2 a6 Nc4 Qd3 Nb6 Rd8 Ne3 Bd6 Be2 Qe4 Bf3 Qh4 Qa4 Qxa4 Nxa4 b5 Bxc6+ Ke7 Nxc5 Bxc5 d4 Bb6 a4 b4 a5 Ba7 Bb7 Rd6 Nc4 Rd7 Bxa6 Rc8 Bxc8 Rc7 Ba6,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
pCMdiwku,True,standard,blitz,blitz,2021-01-20 20:54:00.350000+00:00,2021-01-20 20:58:44.320000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2109, 'ratingDiff': 6}, 'black': {'user': {'name': 'hythamnajarr', 'id': 'hythamnajarr'}, 'rating': 2110, 'ratingDiff': -6}}",white,"{'eco': 'C41', 'name': 'Philidor Defense', 'ply': 5}",e4 e5 Nf3 d6 Bc4 h6 Nc3 Nf6 O-O Be7 d4 O-O dxe5 dxe5 Qxd8 Re8 Nxe5 Rxd8 Nxf7 Rd4 Bb3 Kf8 Be3 Rb4 Ne5 Bd6 Nd3 Rb6 Bxb6 axb6 e5 Nbd7 exd6 cxd6 Nb5 d5 a4 Nc5 Nb4 Bf5 Bxd5 Rd8 c4 Nb3 Ra3 Nd2 Re1 Ng4 h3 Nf6 Rae3 g5 Re5 Bg6 Re6 Kg7 Rxb6 Rd7 Rxb7 Rxb7 Bxb7 Nxc4 b3 Na5 Nd4 Nxb7 Re7+ Bf7 Rxb7 Kg6 a5 Bd5 Rb6 Kf7 Rxf6+ Kxf6 Nxd5+ Ke5 a6 Kxd5 a7,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
orD0BLMJ,True,standard,blitz,blitz,2021-01-20 20:41:08.732000+00:00,2021-01-20 20:47:18.941000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2119, 'ratingDiff': -5}, 'black': {'user': {'name': 'Ikageng_Mabengane', 'id': 'ikageng_mabengane'}, 'rating': 2151, 'ratingDiff': 5}}",black,"{'eco': 'B21', 'name': 'Sicilian Defense: Smith-Morra Gambit', 'ply': 3}",e4 c5 d4 Nc6 d5 Nb8 Be3 b6 Nf3 g6 c4 Bg7 Nc3 Nf6 Bd3 d6 O-O Ng4 Bd2 O-O h3 Ne5 Nxe5 Bxe5 Bh6 Re8 f4 Bd4+ Kh1 e6 Bg5 f6 Bh6 f5 dxe6 Bxe6 exf5 Bxf5 Bxf5 gxf5 Nd5 Nd7 Qh5 Nf6 Qxf5 Nxd5 Qxd5+ Kh8 Rad1 Qf6 Bg5 Qg7 Rde1 Bxb2 Qc6 Rf8 Re7 Qg8 Qb7 Qxg5 Rxh7+ Kg8 fxg5 Rxf1+ Kh2 Be5+ g3 Rf2+ Kg1 Raf8 Qd5+ Kxh7 g6+ Kg7 Qb7+ Kxg6 Qe4+ Kg7 Qg4+ Kf7 Qd7+ Kg8 Qg4+ Bg7 Qe6+ Kh8 g4 Rf1+ Kg2 R1f2+ Kg3 R8f3+ Kh4 Rf6 Qe8+ Rf8 Qe6 R2f6 Qe4 Rh6+ Kg3 Be5+ Kg2 Rhf6 h4 Rf2+ Kg1 Rf1+ Kg2 R8f2+ Kh3 Rh2#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
Av4WwWcV,True,standard,blitz,blitz,2021-01-20 20:33:04.191000+00:00,2021-01-20 20:37:14.671000+00:00,draw,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2124, 'ratingDiff': 1}, 'black': {'user': {'name': 'Ikageng_Mabengane', 'id': 'ikageng_mabengane'}, 'rating': 2146, 'ratingDiff': -1}}",,"{'eco': 'B39', 'name': 'Sicilian Defense: Accelerated Dragon, Maróczy Bind, Breyer Variation', 'ply': 14}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 Nf6 Nc3 Ng4 Nxc6 Nxe3 Nxd8 Nxd1 Rxd1 Bxc3+ bxc3 Kxd8 f4 b6 Bd3 Bb7 O-O Rc8 a4 Rc5 Ra1 d6 a5 Rxa5 Rxa5 bxa5 Ra1 Kc7 Rxa5 Kb8 c5 dxc5 Rxc5 Rc8 Rxc8+ Kxc8 Kf2 Kc7 Ke3 Kb6 Kd4 a5 Bc4 e6 g3 Ba6 Bb3 Bb5 h4 a4 Ba2 Be2 Ke3 Bd1 Kd4 Bb3 Bb1 a3 Ke5 a2 Bxa2 Bxa2 Kf6 Kc7 Kxf7 e5+ Kg7 exf4 gxf4 Bb1 Kxh7 Bxe4 Kh6 Kc6 h5 gxh5 Kxh5 Kc5 Kg5 Kc4 f5 Bxf5 Kxf5 Kxc3,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
DsnG8h32,True,standard,blitz,blitz,2021-01-20 19:18:54.870000+00:00,2021-01-20 19:24:22.463000+00:00,outoftime,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2118, 'ratingDiff': 6}, 'black': {'user': {'name': 'lanpirot', 'patron': True, 'id': 'lanpirot'}, 'rating': 2116, 'ratingDiff': -6}}",white,"{'eco': 'C42', 'name': 'Russian Game: Three Knights Game', 'ply': 5}",e4 e5 Nf3 Nf6 Nc3 Bb4 d3 Nc6 a3 Bxc3+ bxc3 d5 exd5 Qxd5 c4 Qd6 Bb2 O-O Be2 Bg4 O-O Rfe8 h3 Bh5 Nd2 Bxe2 Qxe2 Nd4 Bxd4 exd4 Qf3 b6 Rfe1 c5 Re2 Rxe2 Qxe2 Re8 Qf3 Qe6 Kf1 h6 a4 Qe5 g3 Qe6 Kg2 Qe2 Rd1 g5 a5 Nh5 axb6 axb6 Ne4 Qxf3+ Kxf3 f5 Nd6 Re6 Nxf5 Rf6 g4 Ng7 Ke4 Ne6 Ra1 Nf4 Ra8+ Kf7 Nd6+,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
tLbPkt2R,True,standard,blitz,blitz,2021-01-19 02:05:35.830000+00:00,2021-01-19 02:09:44.266000+00:00,mate,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2120, 'ratingDiff': -7}, 'black': {'user': {'name': 'masterbrein', 'id': 'masterbrein'}, 'rating': 2060, 'ratingDiff': 6}}",black,"{'eco': 'B33', 'name': 'Sicilian Defense: Open', 'ply': 8}",e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nxc6 bxc6 Bd3 e5 c4 Bc5 Nc3 O-O O-O d6 Bg5 h6 Bh4 Be6 Kh1 Rb8 Qd2 g5 Bxg5 hxg5 Qxg5+ Kh8 f4 Rg8 Qh6+ Nh7 f5 Bd7 Rf3 Qg5 Qh3 Rxb2 Ne2 Qg4 Qh6 Qxg2#,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
UufLRLgH,True,standard,blitz,blitz,2021-01-18 21:58:29.438000+00:00,2021-01-18 22:00:50.264000+00:00,resign,"{'white': {'user': {'name': 'Lusthetics', 'id': 'lusthetics'}, 'rating': 2120, 'ratingDiff': -5}, 'black': {'user': {'name': 'nobibla', 'id': 'nobibla'}, 'rating': 2180, 'ratingDiff': 4}}",black,"{'eco': 'C05', 'name': 'French Defense: Tarrasch Variation, Closed Variation', 'ply': 6}",e4 e6 d4 d5 Nd2 Nf6 Bd3 dxe4 Nxe4 Nbd7 Nf3 Be7 O-O O-O Re1 Nxe4 Bxe4 Nf6 Bd3 b6 c3 Bb7 Ne5 c5 dxc5 Bxc5 Qc2 Qd5 Nf3 Qh5 Nd2 Qg4 Bf1 Qh4 g3 Qh5 b4 Ng4,"{'initial': 180, 'increment': 0, 'totalTime': 180}",
